YGR167W	YGR167W@chrVII:832455-833157(+)
YKL168C	YKL168C@chrXI:131287-133462(-)
YNL175C	YNL175C@chrXIV:307400-308612(-)
YOR341W	YOR341W@chrXV:960986-965981(+)
YNL254C	YNL254C@chrXIV:168042-169248(-)
YOR231C-A	YOR231C-A@chrXV:773162-773363(-)
YPL152W	YPL152W@chrXVI:265027-266104(+)
YCR016W	YCR016W@chrIII:143633-144506(+)
YIR012W	YIR012W@chrIX:378485-379781(+)
YDR196C	YDR196C@chrIV:850273-850999(-)
YNR011C	YNR011C@chrXIV:644319-646950(-)
YDL080C	YDL080C@chrIV:310641-312471(-)
YFL001W	YFL001W@chrVI:147130-148459(+)
YOR179C	YOR179C@chrXV:671844-672411(-)
YPR174C	YPR174C@chrXVI:888042-888708(-)
YJL095W	YJL095W@chrX:247254-251691(+)
YGL007C-A	YGL007C-A@chrVII:482940-483027(-)
YLR382C	YLR382C@chrXII:882066-884751(-)
YLR145W	YLR145W@chrXII:432167-432773(+)
YHR111W	YHR111W@chrVIII:333071-334394(+)
YLR264W	YLR264W@chrXII:673130-673334(+)
YDR327W	YDR327W@chrIV:1125301-1125628(+)
YGR146C-A	YGR146C-A@chrVII:785275-785437(-)
YJL005W	YJL005W@chrX:425156-431237(+)
YOR391C	YOR391C@chrXV:1078544-1079258(-)
YBR145W	YBR145W@chrII:533761-534817(+)
YJL138C	YJL138C@chrX:153503-154691(-)
YDR011W	YDR011W@chrIV:465918-470424(+)
YEL038W	YEL038W@chrV:80461-81145(+)
YMR033W	YMR033W@chrXIII:337787-339277(+)
YGR056W	YGR056W@chrVII:601660-604447(+)
YDR409W	YDR409W@chrIV:1289405-1292120(+)
YHR054C	YHR054C@chrVIII:213184-214249(-)
YGR094W	YGR094W@chrVII:672185-675500(+)
YER073W	YER073W@chrV:304029-305592(+)
YLL021W	YLL021W@chrXII:100946-105347(+)
YLR349W	YLR349W@chrXII:827520-828027(+)
YJR091C	YJR091C@chrX:595060-598336(-)
YHR021C	YHR021C@chrVIII:147870-148669(-)
YJL101C	YJL101C@chrX:234319-236356(-)
YJL202C	YJL202C@chrX:53942-54290(-)
YHR154W	YHR154W@chrVIII:402965-406178(+)
YER068C-A	YER068C-A@chrV:295300-295732(-)
YAL042W	YAL042W@chrI:61315-62563(+)
YIL143C	YIL143C@chrIX:80509-83041(-)
HRA1	HRA1@chrI:99305-99868(+)
YML009C-A	YML009C-A@chrXIII:250674-251001(-)
YBL049W	YBL049W@chrII:126827-127244(+)
YAL056C-A	YAL056C-A@chrI:38695-39046(-)
YAL018C	YAL018C@chrI:118563-119541(-)
YDL248W	YDL248W@chrIV:1801-2953(+)
YOL064C	YOL064C@chrXV:206102-207176(-)
YPL023C	YPL023C@chrXVI:504338-506312(-)
YPL249C	YPL249C@chrXVI:76668-79353(-)
YCR069W	YCR069W@chrIII:239054-240011(+)
YDR459C	YDR459C@chrIV:1382318-1383443(-)
YKR097W	YKR097W@chrXI:631151-632801(+)
YCL022C	YCL022C@chrIII:81569-82085(-)
YJR148W	YJR148W@chrX:705743-706874(+)
YDR394W	YDR394W@chrIV:1261680-1262967(+)
YBL005W-B	YBL005W-B@chrII:221329-226598(+)
YCR102W-A	YCR102W-A@chrIII:306734-306932(+)
YBR249C	YBR249C@chrII:716881-717994(-)
YML012C-A	YML012C-A@chrXIII:245536-245914(-)
YLR236C	YLR236C@chrXII:611793-612117(-)
YPL096W	YPL096W@chrXVI:366926-368018(+)
YIL047C	YIL047C@chrIX:265114-267823(-)
YLR291C	YLR291C@chrXII:718316-719462(-)
YGR110W	YGR110W@chrVII:713708-715046(+)
YBR223W-A	YBR223W-A@chrII:668720-668840(+)
YDR469W	YDR469W@chrIV:1399014-1399542(+)
YPR036W	YPR036W@chrXVI:643835-645272(+)
YER155C	YER155C@chrV:476344-482848(-)
YPR169W-A	YPR169W-A@chrXVI:883238-883457(+)
YCR073C	YCR073C@chrIII:242587-246583(-)
YIL110W	YIL110W@chrIX:156044-157178(+)
YIL008W	YIL008W@chrIX:342535-342835(+)
YHR214C-B	YHR214C-B@chrVIII:543963-549346(-)
YLR277C	YLR277C@chrXII:697155-699495(-)
YJR045C	YJR045C@chrX:519637-521602(-)
YMR244W	YMR244W@chrXIII:757249-758317(+)
YJL122W	YJL122W@chrX:189715-190243(+)
YMR057C	YMR057C@chrXIII:388358-388730(-)
YLL052C	YLL052C@chrXII:35911-36361(-)
YCR091W	YCR091W@chrIII:274403-276566(+)
YDR126W	YDR126W@chrIV:703233-704244(+)
YBR204C	YBR204C@chrII:632253-633381(-)
YDL070W	YDL070W@chrIV:331023-332940(+)
YOR358W	YOR358W@chrXV:1010160-1010889(+)
YEL002C	YEL002C@chrV:148721-150014(-)
YOR379C	YOR379C@chrXV:1050725-1051064(-)
YLR195C	YLR195C@chrXII:541936-543304(-)
YLL011W	YLL011W@chrXII:127522-128992(+)
YJR092W	YJR092W@chrX:598734-603078(+)
YJR131W	YJR131W@chrX:667643-669293(+)
YMR030W-A	YMR030W-A@chrXIII:337312-337603(+)
YOR106W	YOR106W@chrXV:519120-519972(+)
YNL237W	YNL237W@chrXIV:205187-206567(+)
YHR029C	YHR029C@chrVIII:167676-168561(-)
YBR162W-A	YBR162W-A@chrII:565230-565428(+)
YCR099C	YCR099C@chrIII:300831-301299(-)
YNL234W	YNL234W@chrXIV:210232-211513(+)
YPL169C	YPL169C@chrXVI:229038-230838(-)
YHR052W	YHR052W@chrVIII:210847-211978(+)
YMR206W	YMR206W@chrXIII:675895-676837(+)
YOR196C	YOR196C@chrXV:715592-716837(-)
YDR539W	YDR539W@chrIV:1512093-1513605(+)
YGR121C	YGR121C@chrVII:731448-732927(-)
YDR036C	YDR036C@chrIV:523210-524713(-)
YDL165W	YDL165W@chrIV:164289-164865(+)
YOR376W	YOR376W@chrXV:1043190-1043559(+)
YFL051C	YFL051C@chrVI:30057-30540(-)
YGR007W	YGR007W@chrVII:506968-507940(+)
YML081W	YML081W@chrXIII:104776-108532(+)
YDL195W	YDL195W@chrIV:107207-111029(+)
YPL034W	YPL034W@chrXVI:486711-487209(+)
YFL028C	YFL028C@chrVI:79343-80213(-)
YPR057W	YPR057W@chrXVI:672470-673496(+)
YGR276C	YGR276C@chrVII:1043818-1045480(-)
YEL007W	YEL007W@chrV:141891-143892(+)
YDL104C	YDL104C@chrIV:273652-274876(-)
YDR407C	YDR407C@chrIV:1284068-1287938(-)
YHL033C	YHL033C@chrVIII:35254-36025(-)
YLR274W	YLR274W@chrXII:691554-693882(+)
YFR026C	YFR026C@chrVI:205747-206257(-)
YOL065C	YOL065C@chrXV:204730-205885(-)
YOR334W	YOR334W@chrXV:944595-946008(+)
YDR249C	YDR249C@chrIV:958680-959802(-)
YGR141W	YGR141W@chrVII:770568-771972(+)
YDR342C	YDR342C@chrIV:1154215-1155928(-)
YFL034W	YFL034W@chrVI:65476-68698(+)
YLR332W	YLR332W@chrXII:790675-791806(+)
YGL077C	YGL077C@chrVII:362224-363916(-)
YDR494W	YDR494W@chrIV:1436929-1438015(+)
YDR228C	YDR228C@chrIV:921925-923806(-)
YGR228W	YGR228W@chrVII:949364-949709(+)
YJL170C	YJL170C@chrX:101149-101779(-)
YBL071W-A	YBL071W-A@chrII:89977-90226(+)
YLR193C	YLR193C@chrXII:540008-540536(-)
YER016W	YER016W@chrV:188276-189311(+)
YLR091W	YLR091W@chrXII:322296-323178(+)
YDR207C	YDR207C@chrIV:865011-867522(-)
YLR182W	YLR182W@chrXII:517939-520351(+)
YLR119W	YLR119W@chrXII:385533-386175(+)
YKL180W	YKL180W@chrXI:109268-110129(+)
YMR100W	YMR100W@chrXIII:466299-468162(+)
YOL021C	YOL021C@chrXV:282420-285426(-)
YBR200W-A	YBR200W-A@chrII:622982-623147(+)
YBR164C	YBR164C@chrII:567874-568426(-)
YNR032C-A	YNR032C-A@chrXIV:687242-687464(-)
YOR047C	YOR047C@chrXV:416346-417681(-)
YLR466C-A	YLR466C-A@chrXII:1070386-1070869(-)
YML078W	YML078W@chrXIII:111001-111550(+)
YJL188C	YJL188C@chrX:76201-76510(-)
YKR073C	YKR073C@chrXI:578186-578507(-)
YFR009W-A	YFR009W-A@chrVI:163874-164132(+)
YKR035C	YKR035C@chrXI:507919-508561(-)
YMR204C	YMR204C@chrXIII:670062-671325(-)
YLR217W	YLR217W@chrXII:572908-573232(+)
YMR017W	YMR017W@chrXIII:307488-308682(+)
YPR169W	YPR169W@chrXVI:878689-880168(+)
YHR140W	YHR140W@chrVIII:380571-381291(+)
YHR212C	YHR212C@chrVIII:537758-538094(-)
YLL044W	YLL044W@chrXII:48215-48662(+)
YMR140W	YMR140W@chrXIII:547713-549183(+)
YNL089C	YNL089C@chrXIV:456692-457169(-)
YGR204W	YGR204W@chrVII:905933-908774(+)
YDL238C	YDL238C@chrIV:28984-30454(-)
YGL093W	YGL093W@chrVII:334885-337639(+)
YIL142W	YIL142W@chrIX:83301-84885(+)
YER046W-A	YER046W-A@chrV:243699-244029(+)
YER049W	YER049W@chrV:251727-253662(+)
YMR201C	YMR201C@chrXIII:665844-667044(-)
YOR193W	YOR193W@chrXV:710445-711576(+)
YMR045C	YMR045C@chrXIII:357358-362627(-)
YMR092C	YMR092C@chrXIII:451631-453479(-)
YJL131C	YJL131C@chrX:164277-165348(-)
YJR128W	YJR128W@chrX:662920-663280(+)
YPR141C	YPR141C@chrXVI:815733-817923(-)
YMR301C	YMR301C@chrXIII:867554-869627(-)
YNL088W	YNL088W@chrXIV:457703-461990(+)
YKL177W	YKL177W@chrXI:114355-114694(+)
YGR260W	YGR260W@chrVII:1012484-1014089(+)
YJR019C	YJR019C@chrX:467231-468281(-)
YOL135C	YOL135C@chrXV:69375-70044(-)
YJR033C	YJR033C@chrX:492377-496451(-)
YHR134W	YHR134W@chrVIII:371748-372558(+)
YIL058W	YIL058W@chrIX:246913-247198(+)
YNL050C	YNL050C@chrXIV:534078-534982(-)
YLR285C-A	YLR285C-A@chrXII:708167-708338(-)
YMR200W	YMR200W@chrXIII:664751-665522(+)
YJL184W	YJL184W@chrX:83447-83819(+)
YER186C	YER186C@chrV:561704-562625(-)
YGR199W	YGR199W@chrVII:897501-899781(+)
YNR053C	YNR053C@chrXIV:721119-723112(-)
YBL031W	YBL031W@chrII:161698-162715(+)
YLR065C	YLR065C@chrXII:266372-266918(-)
YJL165C	YJL165C@chrX:106893-109461(-)
YPR155C	YPR155C@chrXVI:835562-837413(-)
YFR007W	YFR007W@chrVI:159298-160360(+)
YJR034W	YJR034W@chrX:496682-497009(+)
YJL069C	YJL069C@chrX:310921-312706(-)
YLR320W	YLR320W@chrXII:771939-776304(+)
YHR165C	YHR165C@chrVIII:429706-436948(-)
YJR011C	YJR011C@chrX:458640-459426(-)
YKL083W	YKL083W@chrXI:280920-281535(+)
YCR042C	YCR042C@chrIII:201173-205397(-)
YDR365C	YDR365C@chrIV:1204496-1206383(-)
YML100W-A	YML100W-A@chrXIII:70137-70311(+)
YJL197C-A	YJL197C-A@chrX:65804-66086(-)
YOR281C	YOR281C@chrXV:846268-847129(-)
YHR137C-A	YHR137C-A@chrVIII:375737-376388(-)
YDR232W	YDR232W@chrIV:927451-929098(+)
YKL035W	YKL035W@chrXI:369890-371390(+)
YNL295W	YNL295W@chrXIV:76945-78520(+)
YKL182W	YKL182W@chrXI:100670-106826(+)
YHL009C	YHL009C@chrVIII:84067-85060(-)
YGR169C	YGR169C@chrVII:834688-835903(-)
YPL262W	YPL262W@chrXVI:47335-48802(+)
YIL046W	YIL046W@chrIX:268650-270573(+)
YDR251W	YDR251W@chrIV:960613-963106(+)
YOR392W	YOR392W@chrXV:1079281-1079725(+)
YGR144W	YGR144W@chrVII:780398-781379(+)
YBR084W	YBR084W@chrII:411053-413981(+)
YOR025W	YOR025W@chrXV:378218-379562(+)
YDR210C-D	YDR210C-D@chrIV:878658-883927(-)
YDR354W	YDR354W@chrIV:1184746-1185889(+)
YLR260W	YLR260W@chrXII:665843-667907(+)
YLR113W	YLR113W@chrXII:371619-372927(+)
YOR011W-A	YOR011W-A@chrXV:355651-355858(+)
YML062C	YML062C@chrXIII:147504-148683(-)
YPL166W	YPL166W@chrXVI:237337-237979(+)
YDR358W	YDR358W@chrIV:1190058-1191732(+)
YMR055C	YMR055C@chrXIII:386100-387021(-)
YNL334C	YNL334C@chrXIV:12207-12876(-)
YNL157W	YNL157W@chrXIV:340351-340858(+)
YPL197C	YPL197C@chrXVI:174342-174756(-)
YML080W	YML080W@chrXIII:108805-110077(+)
YDL054C	YDL054C@chrIV:359824-361285(-)
YHL026C	YHL026C@chrVIII:53218-54166(-)
YLR172C	YLR172C@chrXII:501259-502162(-)
YHR063W-A	YHR063W-A@chrVIII:225441-225777(+)
YKL018C-A	YKL018C-A@chrXI:403579-403879(-)
YDR044W	YDR044W@chrIV:546641-547628(+)
YFL033C	YFL033C@chrVI:69114-74427(-)
snR39	snR39@chrVII:365163-365251(-)
YDL088C	YDL088C@chrIV:298416-300003(-)
YLR389C	YLR389C@chrXII:899576-902660(-)
YOL073C	YOL073C@chrXV:193831-194800(-)
YPL194W	YPL194W@chrXVI:179276-181115(+)
YGL223C	YGL223C@chrVII:79111-80365(-)
YPL036W	YPL036W@chrXVI:482842-485686(+)
YHR078W	YHR078W@chrVIII:256359-258018(+)
YAL026C	YAL026C@chrI:95629-99697(-)
YHR215W	YHR215W@chrVIII:552098-553502(+)
YFL050C	YFL050C@chrVI:33271-35848(-)
YKL117W	YKL117W@chrXI:220323-220974(+)
YLR288C	YLR288C@chrXII:713479-714904(-)
YLR122C	YLR122C@chrXII:390953-391331(-)
YKL021C	YKL021C@chrXI:397343-398750(-)
YJR099W	YJR099W@chrX:615575-616286(+)
YCL017C	YCL017C@chrIII:92776-94270(-)
YDR223W	YDR223W@chrIV:912098-913502(+)
YJR076C	YJR076C@chrX:575353-576601(-)
YPL088W	YPL088W@chrXVI:381964-382993(+)
YOR192C-C	YOR192C-C@chrXV:703987-704224(-)
YOR122C	YOR122C@chrXV:552297-552887(-)
YOR099W	YOR099W@chrXV:511824-513006(+)
YMR263W	YMR263W@chrXIII:794918-795524(+)
YMR282C	YMR282C@chrXIII:833355-835098(-)
YNL158W	YNL158W@chrXIV:339611-340208(+)
YDR291W	YDR291W@chrIV:1039727-1042961(+)
YGR241C	YGR241C@chrVII:974874-976581(-)
YPR098C	YPR098C@chrXVI:728946-729528(-)
snR81	snR81@chrXV:234346-234546(+)
YGR131W	YGR131W@chrVII:754725-755250(+)
YDR421W	YDR421W@chrIV:1312039-1314892(+)
YDR172W	YDR172W@chrIV:808323-810381(+)
YKR087C	YKR087C@chrXI:603194-604232(-)
YML035C	YML035C@chrXIII:206427-208860(-)
YLR213C	YLR213C@chrXII:566653-567922(-)
YBR274W	YBR274W@chrII:749593-751177(+)
YFL034C-A	YFL034C-A@chrVI:64242-64932(-)
YKL099C	YKL099C@chrXI:255719-256472(-)
YNL200C	YNL200C@chrXIV:263712-264453(-)
YPR189W	YPR189W@chrXVI:912663-916962(+)
YMR169C	YMR169C@chrXIII:599351-600872(-)
YJL174W	YJL174W@chrX:95091-95922(+)
YEL055C	YEL055C@chrV:48470-51539(-)
YKR033C	YKR033C@chrXI:506878-507304(-)
YNR010W	YNR010W@chrXIV:643743-644193(+)
YDR520C	YDR520C@chrIV:1481084-1483403(-)
YJL077C	YJL077C@chrX:294665-295061(-)
YGL187C	YGL187C@chrVII:149703-150171(-)
YOR165W	YOR165W@chrXV:644565-646896(+)
YMR253C	YMR253C@chrXIII:775945-777190(-)
YPR140W	YPR140W@chrXVI:814390-815536(+)
YLR210W	YLR210W@chrXII:562007-563390(+)
YHL001W	YHL001W@chrVIII:104276-105091(+)
YLR154C	YLR154C@chrXII:447981-448314(-)
YML014W	YML014W@chrXIII:243224-244064(+)
YPL154C	YPL154C@chrXVI:259713-260931(-)
YMR313C	YMR313C@chrXIII:899378-901307(-)
YNR034W	YNR034W@chrXIV:690320-691286(+)
YGL041C-B	YGL041C-B@chrVII:418703-418886(-)
YKR059W	YKR059W@chrXI:554986-556174(+)
YOR248W	YOR248W@chrXV:798012-798315(+)
YLR267W	YLR267W@chrXII:678211-679924(+)
YGR157W	YGR157W@chrVII:802439-805049(+)
YOR230W	YOR230W@chrXV:770799-772113(+)
YGR114C	YGR114C@chrVII:720264-720654(-)
YER039C	YER039C@chrV:228455-229205(-)
YOR343W-B	YOR343W-B@chrXV:970577-975891(+)
YLL055W	YLL055W@chrXII:30108-31704(+)
YNL155W	YNL155W@chrXIV:342515-343340(+)
Q0255	Q0255@chrM:74494-75984(+)
YKL145W	YKL145W@chrXI:174212-175616(+)
YNL281W	YNL281W@chrXIV:108466-108928(+)
YJL111W	YJL111W@chrX:207876-209529(+)
YBL060W	YBL060W@chrII:107931-109995(+)
YAL009W	YAL009W@chrI:135853-136633(+)
YPR040W	YPR040W@chrXVI:647304-648375(+)
YHR014W	YHR014W@chrVIII:132046-132922(+)
Q0130	Q0130@chrM:46722-46953(+)
YDR170W-A	YDR170W-A@chrIV:803194-804517(+)
YDL150W	YDL150W@chrIV:183342-184611(+)
YHR049W	YHR049W@chrVIII:206461-207193(+)
YKR037C	YKR037C@chrXI:510909-511797(-)
YLR323C	YLR323C@chrXII:778172-778952(-)
YGR288W	YGR288W@chrVII:1070292-1071714(+)
YNL249C	YNL249C@chrXIV:179393-181022(-)
YGL081W	YGL081W@chrVII:357376-358339(+)
YDR141C	YDR141C@chrIV:734900-739997(-)
YGR274C	YGR274C@chrVII:1039894-1043095(-)
YJR050W	YJR050W@chrX:528696-529404(+)
YKL026C	YKL026C@chrXI:389379-389883(-)
YDR246W	YDR246W@chrIV:954287-954947(+)
YPL061W	YPL061W@chrXVI:432587-434090(+)
YLR436C	YLR436C@chrXII:1007420-1011245(-)
Q0050	Q0050@chrM:13817-16322(+)
YMR184W	YMR184W@chrXIII:628188-628785(+)
YIL049W	YIL049W@chrIX:260157-260919(+)
YAL034C	YAL034C@chrI:80709-81951(-)
YJL157C	YJL157C@chrX:123835-126328(-)
YPR068C	YPR068C@chrXVI:682940-684353(-)
YIR018W	YIR018W@chrIX:384608-385346(+)
YJL196C	YJL196C@chrX:67849-68782(-)
YJR123W	YJR123W@chrX:651900-652578(+)
YOL092W	YOL092W@chrXV:144203-145130(+)
YLR293C	YLR293C@chrXII:720770-721430(-)
YMR109W	YMR109W@chrXIII:486586-490246(+)
YDR028C	YDR028C@chrIV:497834-500879(-)
YPR084W	YPR084W@chrXVI:706971-708342(+)
YCR075C	YCR075C@chrIII:248032-248815(-)
YIL096C	YIL096C@chrIX:182116-183127(-)
YHR082C	YHR082C@chrVIII:268458-271548(-)
YLR106C	YLR106C@chrXII:349005-363738(-)
YDL135C	YDL135C@chrIV:218679-219288(-)
YEL008W	YEL008W@chrV:140511-140892(+)
YMR145C	YMR145C@chrXIII:554792-556475(-)
YAL058W	YAL058W@chrI:37463-38972(+)
YDR387C	YDR387C@chrIV:1248153-1249821(-)
YPL190C	YPL190C@chrXVI:185316-187725(-)
YKR105C	YKR105C@chrXI:658715-660464(-)
YAL015C	YAL015C@chrI:126902-128102(-)
YNL067W-B	YNL067W-B@chrXIV:499416-499557(+)
YJR036C	YJR036C@chrX:500712-503391(-)
YNL129W	YNL129W@chrXIV:381479-382202(+)
YHR126C	YHR126C@chrVIII:359701-360181(-)
YOR333C	YOR333C@chrXV:944540-944957(-)
YOR157C	YOR157C@chrXV:630965-631751(-)
YMR235C	YMR235C@chrXIII:741511-742735(-)
YJL020C	YJL020C@chrX:398936-402410(-)
YJL028W	YJL028W@chrX:391310-391646(+)
YLR013W	YLR013W@chrXII:171338-171764(+)
YBL008W	YBL008W@chrII:209652-212175(+)
YOL106W	YOL106W@chrXV:113225-113579(+)
YOL098C	YOL098C@chrXV:132724-135838(-)
YLL067W-A	YLL067W-A@chrXII:842-1325(+)
YOL037C	YOL037C@chrXV:256665-257019(-)
YLR153C	YLR153C@chrXII:445523-447575(-)
YMR086W	YMR086W@chrXIII:439207-442090(+)
YBR208C	YBR208C@chrII:636702-642210(-)
YJL074C	YJL074C@chrX:299156-302849(-)
YOL147C	YOL147C@chrXV:47932-48643(-)
YMR323W	YMR323W@chrXIII:920087-921401(+)
YDR456W	YDR456W@chrIV:1367484-1369386(+)
YKR046C	YKR046C@chrXI:524222-525074(-)
YOL010W	YOL010W@chrXV:307937-309041(+)
YOL119C	YOL119C@chrXV:94855-96361(-)
YAL043C	YAL043C@chrI:58694-61052(-)
YLL066W-B	YLL066W-B@chrXII:5604-5775(+)
YEL034W	YEL034W@chrV:85675-86149(+)
YER119C	YER119C@chrV:399495-400842(-)
YPL189C-A	YPL189C-A@chrXVI:188306-188513(-)
YFR017C	YFR017C@chrVI:182273-182861(-)
YOR039W	YOR039W@chrXV:405767-406544(+)
YJL127C-B	YJL127C-B@chrX:181550-181709(-)
YDL175C	YDL175C@chrIV:144483-145518(-)
YOR014W	YOR014W@chrXV:357673-359947(+)
YDR422C	YDR422C@chrIV:1315325-1317773(-)
YOR210W	YOR210W@chrXV:738319-738532(+)
YBL070C	YBL070C@chrII:90604-90925(-)
Q0144	Q0144@chrM:54108-54438(+)
YDL003W	YDL003W@chrIV:444682-446383(+)
YBL009W	YBL009W@chrII:207193-209224(+)
YDL196W	YDL196W@chrIV:106740-107070(+)
YLR273C	YLR273C@chrXII:689082-691029(-)
YBR279W	YBR279W@chrII:761256-762594(+)
YNR050C	YNR050C@chrXIV:714047-715388(-)
YMR304W	YMR304W@chrXIII:874986-878679(+)
YPR099C	YPR099C@chrXVI:729756-730113(-)
YPR024W	YPR024W@chrXVI:610480-612724(+)
YBR209W	YBR209W@chrII:642582-642900(+)
YML008C	YML008C@chrXIII:251838-252990(-)
YLR450W	YLR450W@chrXII:1032626-1035764(+)
YHL006C	YHL006C@chrVIII:98342-98795(-)
YOR066W	YOR066W@chrXV:449435-451325(+)
YMR034C	YMR034C@chrXIII:339417-340722(-)
YAL046C	YAL046C@chrI:57028-57385(-)
YOR159C	YOR159C@chrXV:633281-633566(-)
YGL196W	YGL196W@chrVII:129882-131169(+)
YPL071C	YPL071C@chrXVI:420047-420518(-)
YOR191W	YOR191W@chrXV:692474-697334(+)
YIL111W	YIL111W@chrIX:155221-155765(+)
YPR002W	YPR002W@chrXVI:558384-559935(+)
YDR200C	YDR200C@chrIV:854278-856093(-)
YPL244C	YPL244C@chrXVI:87013-88033(-)
YPL228W	YPL228W@chrXVI:118381-120031(+)
YBR292C	YBR292C@chrII:784701-785073(-)
YEL023C	YEL023C@chrV:108503-110552(-)
YKL128C	YKL128C@chrXI:200883-201771(-)
YGL168W	YGL168W@chrVII:187463-187796(+)
YFR049W	YFR049W@chrVI:248522-248894(+)
YIL085C	YIL085C@chrIX:200489-202043(-)
YBL109W	YBL109W@chrII:5789-6125(+)
YLR112W	YLR112W@chrXII:370790-371210(+)
YPL081W	YPL081W@chrXVI:404949-406044(+)
YOR120W	YOR120W@chrXV:551113-552052(+)
YBR234C	YBR234C@chrII:685437-686592(-)
YNL146C-A	YNL146C-A@chrXIV:351385-351580(-)
YFR013W	YFR013W@chrVI:169921-172285(+)
YFL017W-A	YFL017W-A@chrVI:103698-103932(+)
YER080W	YER080W@chrV:319962-321846(+)
YOR184W	YOR184W@chrXV:679356-680544(+)
YAR050W	YAR050W@chrI:203402-208016(+)
YAR069C	YAR069C@chrI:224010-224304(-)
YEL028W	YEL028W@chrV:98667-99129(+)
YNL217W	YNL217W@chrXIV:240330-241311(+)
YDR410C	YDR410C@chrIV:1292371-1293091(-)
YNL112W	YNL112W@chrXIV:413638-416281(+)
YPR142C	YPR142C@chrXVI:818129-818693(-)
YDL106C	YDL106C@chrIV:270221-271901(-)
YNL267W	YNL267W@chrXIV:140877-144078(+)
YMR117C	YMR117C@chrXIII:501249-501891(-)
YER103W	YER103W@chrV:364588-366517(+)
YLR390W	YLR390W@chrXII:903065-903404(+)
YDR189W	YDR189W@chrIV:838391-840392(+)
YPR097W	YPR097W@chrXVI:725393-728615(+)
YBR296C	YBR296C@chrII:796797-798522(-)
YER122C	YER122C@chrV:402870-404352(-)
YJR150C	YJR150C@chrX:708810-709707(-)
YKL119C	YKL119C@chrXI:218569-219217(-)
YNR016C	YNR016C@chrXIV:654672-661374(-)
YDR521W	YDR521W@chrIV:1483140-1483476(+)
YPL155C	YPL155C@chrXVI:257215-259336(-)
YDR461C-A	YDR461C-A@chrIV:1385523-1385766(-)
YLR325C	YLR325C@chrXII:781142-781379(-)
YNL255C	YNL255C@chrXIV:167328-167790(-)
YNL012W	YNL012W@chrXIV:609685-611665(+)
YLL025W	YLL025W@chrXII:94746-95121(+)
YGL181W	YGL181W@chrVII:157905-159096(+)
YPL273W	YPL273W@chrXVI:25086-26064(+)
YDL011C	YDL011C@chrIV:432307-432631(-)
YKL049C	YKL049C@chrXI:346074-346764(-)
YCR001W	YCR001W@chrIII:115684-115999(+)
YJL073W	YJL073W@chrX:303180-305118(+)
YOR250C	YOR250C@chrXV:800969-802307(-)
YOR021C	YOR021C@chrXV:372797-373439(-)
YMR009W	YMR009W@chrXIII:284101-284641(+)
YGR151C	YGR151C@chrVII:794654-794990(-)
YFL002C	YFL002C@chrVI:145113-146934(-)
YCL040W	YCL040W@chrIII:50837-52340(+)
YLL012W	YLL012W@chrXII:125533-127255(+)
YHR071W	YHR071W@chrVIII:237003-237693(+)
YOR330C	YOR330C@chrXV:939620-943385(-)
YDR037W	YDR037W@chrIV:525439-527215(+)
YNL130C	YNL130C@chrXIV:379557-380831(-)
YCR026C	YCR026C@chrIII:164110-166339(-)
YHR045W	YHR045W@chrVIII:195550-197233(+)
YBR216C	YBR216C@chrII:655575-657600(-)
YJL139C	YJL139C@chrX:151712-152999(-)
YDR418W	YDR418W@chrIV:1301615-1302113(+)
YOR365C	YOR365C@chrXV:1023460-1025572(-)
YBR247C	YBR247C@chrII:713003-714455(-)
YHR155W	YHR155W@chrVIII:407102-410789(+)
YHR108W	YHR108W@chrVIII:328302-330060(+)
YDR047W	YDR047W@chrIV:551859-552948(+)
YLL057C	YLL057C@chrXII:25755-26994(-)
YPL272C	YPL272C@chrXVI:26610-28164(-)
YDR008C	YDR008C@chrIV:462251-462602(-)
YOR390W	YOR390W@chrXV:1076783-1077911(+)
YBL064C	YBL064C@chrII:100370-101156(-)
YDR216W	YDR216W@chrIV:895034-899006(+)
YNL121C	YNL121C@chrXIV:398683-400537(-)
YLL064C	YLL064C@chrXII:13082-13445(-)
YJL060W	YJL060W@chrX:323385-324720(+)
YDR225W	YDR225W@chrIV:915529-915928(+)
YPR082C	YPR082C@chrXVI:704224-704656(-)
YHR055C	YHR055C@chrVIII:214532-214718(-)
YMR052W	YMR052W@chrXIII:379585-380200(+)
YLR411W	YLR411W@chrXII:947252-947978(+)
YMR038C	YMR038C@chrXIII:347510-348260(-)
YNL160W	YNL160W@chrXIV:336544-337609(+)
YDL141W	YDL141W@chrIV:203038-205111(+)
YGL214W	YGL214W@chrVII:90009-90495(+)
YNR072W	YNR072W@chrXIV:772656-774351(+)
YGL102C	YGL102C@chrVII:311504-311933(-)
YBL057C	YBL057C@chrII:112800-113427(-)
YEL058W	YEL058W@chrV:43251-44925(+)
YDR124W	YDR124W@chrIV:700314-701289(+)
YHR214C-C	YHR214C-C@chrVIII:547909-549346(-)
YLR347C	YLR347C@chrXII:823827-826413(-)
YCR050C	YCR050C@chrIII:213463-213772(-)
YJL080C	YJL080C@chrX:285557-289226(-)
YFL065C	YFL065C@chrVI:3029-3338(-)
YKL025C	YKL025C@chrXI:390239-392279(-)
YFR039C	YFR039C@chrVI:232011-233544(-)
YKR029C	YKR029C@chrXI:497577-499833(-)
YCR089W	YCR089W@chrIII:267433-272263(+)
