YIL046W-A	YIL046W-A@chrIX:268116(+)
YKR007W	YKR007W@chrXI:451411(+)
YFR031C	YFR031C@chrVI:220184(-)
YNL029C	YNL029C@chrXIV:578818(-)
YPL211W	YPL211W@chrXVI:153466(+)
YDR091C	YDR091C@chrIV:628606(-)
YHR208W	YHR208W@chrVIII:517511(+)
YOR352W	YOR352W@chrXV:997138(+)
YKL040C	YKL040C@chrXI:361856(-)
YPL115C	YPL115C@chrXVI:335776(-)
YJL043W	YJL043W@chrX:358352(+)
YGL253W	YGL253W@chrVII:23888(+)
YAL047W-A	YAL047W-A@chrI:54262(+)
YDL198C	YDL198C@chrIV:104579(-)
YDR222W	YDR222W@chrIV:910018(+)
YMR012W	YMR012W@chrXIII:291006(+)
YML086C	YML086C@chrXIII:97527(-)
YBR067C	YBR067C@chrII:372786(-)
YPR178W	YPR178W@chrXVI:892302(+)
YDR186C	YDR186C@chrIV:835576(-)
YEL063C	YEL063C@chrV:33697(-)
YJR052W	YJR052W@chrX:532056(+)
YBR202W	YBR202W@chrII:625707(+)
YEL013W	YEL013W@chrV:128576(+)
YKL207W	YKL207W@chrXI:48163(+)
YIL133C	YIL133C@chrIX:99434(-)
YDR524C-A	YDR524C-A@chrIV:1490443(-)
YIL104C	YIL104C@chrIX:171539(-)
YOL097W-A	YOL097W-A@chrXV:136034(+)
YGR088W	YGR088W@chrVII:654615(+)
YOR196C	YOR196C@chrXV:716861(-)
YNL015W	YNL015W@chrXIV:605349(+)
YGR147C	YGR147C@chrVII:786983(-)
YDL130W	YDL130W@chrIV:229889(+)
YJR016C	YJR016C@chrX:466223(-)
YNL047C	YNL047C@chrXIV:541910(-)
YGR064W	YGR064W@chrVII:617469(+)
YPL256C	YPL256C@chrXVI:66789(-)
YMR251W-A	YMR251W-A@chrXIII:774711(+)
YGL067W	YGL067W@chrVII:376042(+)
YER038C	YER038C@chrV:228262(-)
YGR129W	YGR129W@chrVII:750359(+)
YHR196W	YHR196W@chrVIII:491877(+)
YPR085C	YPR085C@chrXVI:709915(-)
YER034W	YER034W@chrV:221833(+)
YBL037W	YBL037W@chrII:147111(+)
YOR254C	YOR254C@chrXV:807043(-)
YKL080W	YKL080W@chrXI:284943(+)
YBR169C	YBR169C@chrII:576015(-)
YER180C-A	YER180C-A@chrV:551170(-)
YJL077W-B	YJL077W-B@chrX:291996(+)
YCR026C	YCR026C@chrIII:166413(-)
YOR114W	YOR114W@chrXV:537342(+)
YDL021W	YDL021W@chrIV:413929(+)
YGL009C	YGL009C@chrVII:478723(-)
YLR253W	YLR253W@chrXII:642554(+)
YJR135C	YJR135C@chrX:676788(-)
YML129C	YML129C@chrXIII:14775(-)
YAR018C	YAR018C@chrI:171711(-)
YPR010C	YPR010C@chrXVI:581238(-)
YBR052C	YBR052C@chrII:339406(-)
YDR242W	YDR242W@chrIV:946711(+)
YLR179C	YLR179C@chrXII:514790(-)
YOR357C	YOR357C@chrXV:1009719(-)
YDR300C	YDR300C@chrIV:1062843(-)
YCL005W-A	YCL005W-A@chrIII:106998(+)
YLR427W	YLR427W@chrXII:988334(+)
YOL093W	YOL093W@chrXV:142789(+)
YLL061W	YLL061W@chrXII:17940(+)
YHR161C	YHR161C@chrVIII:422424(-)
YKL205W	YKL205W@chrXI:50020(+)
YPL151C	YPL151C@chrXVI:267561(-)
YNL191W	YNL191W@chrXIV:280370(+)
YDR076W	YDR076W@chrIV:598413(+)
YGL104C	YGL104C@chrVII:310173(-)
YBR039W	YBR039W@chrII:315488(+)
YJR094W-A	YJR094W-A@chrX:608285(+)
YOL059W	YOL059W@chrXV:217122(+)
YJR076C	YJR076C@chrX:576678(-)
YGR105W	YGR105W@chrVII:698541(+)
YMR026C	YMR026C@chrXIII:325551(-)
YBR050C	YBR050C@chrII:338308(-)
YJR064W	YJR064W@chrX:555864(+)
YJR097W	YJR097W@chrX:612350(+)
YPL208W	YPL208W@chrXVI:157842(+)
YPL050C	YPL050C@chrXVI:462161(-)
YNL134C	YNL134C@chrXIV:373626(-)
YFL009W	YFL009W@chrVI:115953(+)
YFR028C	YFR028C@chrVI:210126(-)
YGL039W	YGL039W@chrVII:423846(+)
YIL105C	YIL105C@chrIX:169782(-)
YLR248W	YLR248W@chrXII:634197(+)
YNL327W	YNL327W@chrXIV:24026(+)
YOL027C	YOL027C@chrXV:273727(-)
YBR139W	YBR139W@chrII:515659(+)
YHL032C	YHL032C@chrVIII:38548(-)
YEL012W	YEL012W@chrV:131677(+)
YNL270C	YNL270C@chrXIV:137849(-)
YPL083C	YPL083C@chrXVI:398183(-)
YPL186C	YPL186C@chrXVI:195479(-)
YLR109W	YLR109W@chrXII:368744(+)
YBR231C	YBR231C@chrII:683147(-)
YLR008C	YLR008C@chrXII:166181(-)
YKR052C	YKR052C@chrXI:533535(-)
YDR336W	YDR336W@chrIV:1145085(+)
YLR152C	YLR152C@chrXII:444760(-)
YNL287W	YNL287W@chrXIV:91805(+)
YHR088W	YHR088W@chrVIII:281452(+)
YLL045C	YLL045C@chrXII:48652(-)
YIL044C	YIL044C@chrIX:273872(-)
YER162C	YER162C@chrV:502929(-)
YLL034C	YLL034C@chrXII:73184(-)
YBR141C	YBR141C@chrII:528069(-)
YKL051W	YKL051W@chrXI:341149(+)
YIR038C	YIR038C@chrIX:424537(-)
YLR199C	YLR199C@chrXII:548816(-)
YIL160C	YIL160C@chrIX:41478(-)
YBR053C	YBR053C@chrII:340763(-)
YPL015C	YPL015C@chrXVI:526939(-)
YML035C	YML035C@chrXIII:209024(-)
YDR097C	YDR097C@chrIV:643930(-)
YMR223W	YMR223W@chrXIII:716497(+)
YPL243W	YPL243W@chrXVI:88427(+)
YLR153C	YLR153C@chrXII:447606(-)
YDR307W	YDR307W@chrIV:1075806(+)
YDR275W	YDR275W@chrIV:1011579(+)
YGR209C	YGR209C@chrVII:913280(-)
YFR034C	YFR034C@chrVI:225993(-)
YCL049C	YCL049C@chrIII:40779(-)
YDR368W	YDR368W@chrIV:1213853(+)
YBR267W	YBR267W@chrII:739824(+)
YDR286C	YDR286C@chrIV:1035581(-)
YOL090W	YOL090W@chrXV:147344(+)
YLR222C	YLR222C@chrXII:581790(-)
YFL052W	YFL052W@chrVI:28216(+)
YJR122W	YJR122W@chrX:649709(+)
YDR238C	YDR238C@chrIV:940845(-)
YPL230W	YPL230W@chrXVI:115141(+)
YOR205C	YOR205C@chrXV:727242(-)
YOR052C	YOR052C@chrXV:427349(-)
YCR011C	YCR011C@chrIII:137005(-)
YPR061C	YPR061C@chrXVI:676929(-)
YNL148C	YNL148C@chrXIV:350682(-)
YLL009C	YLL009C@chrXII:131466(-)
YCR083W	YCR083W@chrIII:259543(+)
YOR271C	YOR271C@chrXV:832102(-)
YPR149W	YPR149W@chrXVI:829754(+)
YHR032W-A	YHR032W-A@chrVIII:175144(+)
YML043C	YML043C@chrXIII:191929(-)
YHL015W	YHL015W@chrVIII:75374(+)
YCR084C	YCR084C@chrIII:262677(-)
YIR033W	YIR033W@chrIX:416079(+)
YKR004C	YKR004C@chrXI:448084(-)
YGL011C	YGL011C@chrVII:475272(-)
YMR277W	YMR277W@chrXIII:820137(+)
YGL161C	YGL161C@chrVII:200227(-)
YPL169C	YPL169C@chrXVI:230874(-)
YGL187C	YGL187C@chrVII:150634(-)
YMR206W	YMR206W@chrXIII:675742(+)
YNL256W	YNL256W@chrXIV:164571(+)
YOL124C	YOL124C@chrXV:86785(-)
YDL169C	YDL169C@chrIV:158755(-)
YNL155W	YNL155W@chrXIV:342412(+)
YHL044W	YHL044W@chrVIII:13532(+)
YPR196W	YPR196W@chrXVI:931347(+)
YJR103W	YJR103W@chrX:620695(+)
YFR051C	YFR051C@chrVI:251828(-)
YLR137W	YLR137W@chrXII:416999(+)
YOR129C	YOR129C@chrXV:569636(-)
YMR130W	YMR130W@chrXIII:532043(+)
YPL180W	YPL180W@chrXVI:205202(+)
YDR524C-B	YDR524C-B@chrIV:1489843(-)
YMR127C	YMR127C@chrXIII:523437(-)
YNL149C	YNL149C@chrXIV:349774(-)
YKL198C	YKL198C@chrXI:70528(-)
YLR126C	YLR126C@chrXII:395593(-)
YGR199W	YGR199W@chrVII:897461(+)
YGR198W	YGR198W@chrVII:894656(+)
YDR137W	YDR137W@chrIV:728159(+)
YHR067W	YHR067W@chrVIII:230937(+)
YEL029C	YEL029C@chrV:97872(-)
YHL029C	YHL029C@chrVIII:47994(-)
YCL035C	YCL035C@chrIII:61195(-)
YDL192W	YDL192W@chrIV:116278(+)
YBR212W	YBR212W@chrII:647438(+)
YOR148C	YOR148C@chrXV:609238(-)
YGL136C	YGL136C@chrVII:253885(-)
YDR494W	YDR494W@chrIV:1436916(+)
YPL020C	YPL020C@chrXVI:514308(-)
YBL106C	YBL106C@chrII:13931(-)
YBL058W	YBL058W@chrII:111409(+)
YDR346C	YDR346C@chrIV:1168816(-)
YGL099W	YGL099W@chrVII:314611(+)
YAL058W	YAL058W@chrI:37415(+)
YDL209C	YDL209C@chrIV:87248(-)
YJL054W	YJL054W@chrX:334257(+)
YMR128W	YMR128W@chrXIII:523650(+)
YAR028W	YAR028W@chrI:184836(+)
YDR538W	YDR538W@chrIV:1510841(+)
YMR186W	YMR186W@chrXIII:632328(+)
YDR086C	YDR086C@chrIV:617263(-)
YPR176C	YPR176C@chrXVI:892084(-)
YMR286W	YMR286W@chrXIII:841925(+)
YHR006W	YHR006W@chrVIII:117768(+)
YLR346C	YLR346C@chrXII:822653(-)
YOR283W	YOR283W@chrXV:847349(+)
YGR277C	YGR277C@chrVII:1046579(-)
YOR377W	YOR377W@chrXV:1046211(+)
YCL052C	YCL052C@chrIII:35433(-)
YHR065C	YHR065C@chrVIII:229080(-)
YDL248W	YDL248W@chrIV:1795(+)
YER056C	YER056C@chrV:268200(-)
YDR320C	YDR320C@chrIV:1108126(-)
YGR292W	YGR292W@chrVII:1076571(+)
YDL029W	YDL029W@chrIV:399320(+)
YOL078W	YOL078W@chrXV:181660(+)
YNL036W	YNL036W@chrXIV:559763(+)
YGL181W	YGL181W@chrVII:157859(+)
YHR050W	YHR050W@chrVIII:207490(+)
YNL068C	YNL068C@chrXIV:498499(-)
YKR059W	YKR059W@chrXI:554959(+)
YOR125C	YOR125C@chrXV:559775(-)
YKL206C	YKL206C@chrXI:49831(-)
YOR198C	YOR198C@chrXV:720254(-)
YFL024C	YFL024C@chrVI:90648(-)
YJL004C	YJL004C@chrX:432213(-)
YJR096W	YJR096W@chrX:611073(+)
YDR519W	YDR519W@chrIV:1480417(+)
YKR026C	YKR026C@chrXI:489761(-)
YLR195C	YLR195C@chrXII:543335(-)
YDR410C	YDR410C@chrIV:1293109(-)
YHR064C	YHR064C@chrVIII:227174(-)
YDR478W	YDR478W@chrIV:1414557(+)
YOL111C	YOL111C@chrXV:108945(-)
YDL183C	YDL183C@chrIV:131907(-)
YML046W	YML046W@chrXIII:181381(+)
YML041C	YML041C@chrXIII:195782(-)
YEL068C	YEL068C@chrV:26006(-)
YPR180W	YPR180W@chrXVI:895935(+)
YIL026C	YIL026C@chrIX:307984(-)
YGL225W	YGL225W@chrVII:76853(+)
YBR162W-A	YBR162W-A@chrII:565214(+)
YER118C	YER118C@chrV:399247(-)
YMR048W	YMR048W@chrXIII:366956(+)
YDR077W	YDR077W@chrIV:600762(+)
YNL239W	YNL239W@chrXIV:200552(+)
YDL040C	YDL040C@chrIV:381465(-)
YNL299W	YNL299W@chrXIV:66433(+)
YKR087C	YKR087C@chrXI:604254(-)
YGR124W	YGR124W@chrVII:739916(+)
YPL235W	YPL235W@chrXVI:103168(+)
YLR245C	YLR245C@chrXII:626948(-)
YDL219W	YDL219W@chrIV:65196(+)
YCR035C	YCR035C@chrIII:193036(-)
YNR037C	YNR037C@chrXIV:695336(-)
YCR057C	YCR057C@chrIII:223290(-)
YDL084W	YDL084W@chrIV:305069(+)
YOR003W	YOR003W@chrXV:331396(+)
YML063W	YML063W@chrXIII:146456(+)
YKL053W	YKL053W@chrXI:339153(+)
YCR002C	YCR002C@chrIII:118403(-)
YDR329C	YDR329C@chrIV:1127617(-)
YMR086W	YMR086W@chrXIII:439137(+)
YPR067W	YPR067W@chrXVI:682183(+)
YJR091C	YJR091C@chrX:598406(-)
YER037W	YER037W@chrV:225866(+)
YHR170W	YHR170W@chrVIII:443786(+)
YHR092C	YHR092C@chrVIII:288886(-)
YHR072W-A	YHR072W-A@chrVIII:241607(+)
YHR086W	YHR086W@chrVIII:277928(+)
YDR204W	YDR204W@chrIV:858125(+)
YBR175W	YBR175W@chrII:582408(+)
YIR018W	YIR018W@chrIX:384588(+)
YPL260W	YPL260W@chrXVI:49207(+)
YNL328C	YNL328C@chrXIV:23302(-)
YJL077W-A	YJL077W-A@chrX:294668(+)
YOR227W	YOR227W@chrXV:762593(+)
YPL030W	YPL030W@chrXVI:493487(+)
YDR214W	YDR214W@chrIV:892759(+)
YER014W	YER014W@chrV:182546(+)
YKR070W	YKR070W@chrXI:573570(+)
YNL331C	YNL331C@chrXIV:17432(-)
YDR058C	YDR058C@chrIV:568742(-)
YMR260C	YMR260C@chrXIII:789864(-)
YDR425W	YDR425W@chrIV:1320018(+)
YOR374W	YOR374W@chrXV:1039792(+)
YDR131C	YDR131C@chrIV:718540(-)
YLR040C	YLR040C@chrXII:229667(-)
YLR335W	YLR335W@chrXII:797407(+)
YNL317W	YNL317W@chrXIV:40608(+)
YLR332W	YLR332W@chrXII:790305(+)
YOR091W	YOR091W@chrXV:493366(+)
YML105C	YML105C@chrXIII:58718(-)
YML124C	YML124C@chrXIII:23710(-)
YLR175W	YLR175W@chrXII:506105(+)
YHR113W	YHR113W@chrVIII:336328(+)
YKL085W	YKL085W@chrXI:279042(+)
YOL113W	YOL113W@chrXV:104147(+)
YPR047W	YPR047W@chrXVI:657469(+)
YNL030W	YNL030W@chrXIV:576697(+)
YJL152W	YJL152W@chrX:135160(+)
YNL193W	YNL193W@chrXIV:274344(+)
YDR166C	YDR166C@chrIV:789270(-)
YKL078W	YKL078W@chrXI:288812(+)
YIL145C	YIL145C@chrIX:77292(-)
YMR103C	YMR103C@chrXIII:473275(-)
YGR026W	YGR026W@chrVII:532972(+)
YDL031W	YDL031W@chrIV:394165(+)
YER040W	YER040W@chrV:229713(+)
YBR164C	YBR164C@chrII:568545(-)
YDR471W	YDR471W@chrIV:1401745(+)
YOL015W	YOL015W@chrXV:296411(+)
YGL158W	YGL158W@chrVII:206645(+)
YGL215W	YGL215W@chrVII:87509(+)
YJR106W	YJR106W@chrX:624811(+)
YHR193C	YHR193C@chrVIII:488268(-)
YOR147W	YOR147W@chrXV:606570(+)
YOL083W	YOL083W@chrXV:165620(+)
YKL129C	YKL129C@chrXI:200259(-)
YMR158W	YMR158W@chrXIII:572192(+)
YLR138W	YLR138W@chrXII:418338(+)
YDR172W	YDR172W@chrIV:808280(+)
YHR063C	YHR063C@chrVIII:225199(-)
YPR083W	YPR083W@chrXVI:704830(+)
YNL202W	YNL202W@chrXIV:259558(+)
YOL086C	YOL086C@chrXV:160632(-)
YML015C	YML015C@chrXIII:243059(-)
YGL077C	YGL077C@chrVII:364087(-)
YPL088W	YPL088W@chrXVI:381926(+)
YDR449C	YDR449C@chrIV:1358943(-)
YPL158C	YPL158C@chrXVI:254380(-)
YDR469W	YDR469W@chrIV:1399012(+)
YCR028C	YCR028C@chrIII:172542(-)
YLR127C	YLR127C@chrXII:398398(-)
YMR117C	YMR117C@chrXIII:501913(-)
YBR228W	YBR228W@chrII:675313(+)
YDR383C	YDR383C@chrIV:1240695(-)
YBR058C-A	YBR058C-A@chrII:356625(-)
YGR169C-A	YGR169C-A@chrVII:836728(-)
YMR054W	YMR054W@chrXIII:383089(+)
YGL122C	YGL122C@chrVII:280532(-)
YLR398C	YLR398C@chrXII:919059(-)
YHL048W	YHL048W@chrVIII:6394(+)
YPL123C	YPL123C@chrXVI:318978(-)
YOR185C	YOR185C@chrXV:682164(-)
YDR372C	YDR372C@chrIV:1222420(-)
YDR466W	YDR466W@chrIV:1395026(+)
YLL043W	YLL043W@chrXII:49900(+)
YDR391C	YDR391C@chrIV:1258067(-)
YGL242C	YGL242C@chrVII:45252(-)
YDL079C	YDL079C@chrIV:314784(-)
YGL007C-A	YGL007C-A@chrVII:483949(-)
YLR407W	YLR407W@chrXII:932723(+)
YGR195W	YGR195W@chrVII:888762(+)
YJR009C	YJR009C@chrX:454729(-)
YJL200C	YJL200C@chrX:58836(-)
YJL133C-A	YJL133C-A@chrX:159862(-)
YDR407C	YDR407C@chrIV:1288044(-)
YJL099W	YJL099W@chrX:239326(+)
YHR030C	YHR030C@chrVIII:170548(-)
YGL068W	YGL068W@chrVII:375040(+)
YNL276C	YNL276C@chrXIV:118874(-)
YDR264C	YDR264C@chrIV:998349(-)
YNL092W	YNL092W@chrXIV:450806(+)
YPL206C	YPL206C@chrXVI:163620(-)
YNL248C	YNL248C@chrXIV:182646(-)
YOL013C	YOL013C@chrXV:303202(-)
YAL014C	YAL014C@chrI:129072(-)
YJL038C	YJL038C@chrX:375810(-)
YDR287W	YDR287W@chrIV:1035963(+)
YPR151C	YPR151C@chrXVI:831977(-)
YDR533C	YDR533C@chrIV:1502188(-)
YDR266C	YDR266C@chrIV:1002239(-)
YCL054W	YCL054W@chrIII:31432(+)
YGR036C	YGR036C@chrVII:559033(-)
YGL198W	YGL198W@chrVII:123584(+)
YDL177C	YDL177C@chrIV:141785(-)
YPL156C	YPL156C@chrXVI:256827(-)
YJL161W	YJL161W@chrX:117226(+)
YKL049C	YKL049C@chrXI:346808(-)
YLR185W	YLR185W@chrXII:522642(+)
YDR030C	YDR030C@chrIV:503281(-)
YDR265W	YDR265W@chrIV:998832(+)
YPL271W	YPL271W@chrXVI:30049(+)
YDR411C	YDR411C@chrIV:1294444(-)
YHR138C	YHR138C@chrVIII:377771(-)
YJL070C	YJL070C@chrX:310683(-)
YGR095C	YGR095C@chrVII:676412(-)
YPL051W	YPL051W@chrXVI:459928(+)
YJL193W	YJL193W@chrX:71360(+)
YNL280C	YNL280C@chrXIV:110484(-)
YDL003W	YDL003W@chrIV:444559(+)
YMR148W	YMR148W@chrXIII:560108(+)
YNL264C	YNL264C@chrXIV:146619(-)
YKR081C	YKR081C@chrXI:592561(-)
YMR315W	YMR315W@chrXIII:902758(+)
YGL054C	YGL054C@chrVII:401352(-)
YIL001W	YIL001W@chrIX:353866(+)
YOR293C-A	YOR293C-A@chrXV:868200(-)
YLR050C	YLR050C@chrXII:246083(-)
YFL055W	YFL055W@chrVI:16849(+)
YJL192C	YJL192C@chrX:73453(-)
YLR405W	YLR405W@chrXII:929782(+)
YKL192C	YKL192C@chrXI:80580(-)
YDL215C	YDL215C@chrIV:74118(-)
YIL030C	YIL030C@chrIX:300066(-)
YML055W	YML055W@chrXIII:164754(+)
YCR005C	YCR005C@chrIII:122388(-)
YPL124W	YPL124W@chrXVI:316728(+)
YPR191W	YPR191W@chrXVI:919321(+)
YGL207W	YGL207W@chrVII:98863(+)
YDR138W	YDR138W@chrIV:730566(+)
YLR263W	YLR263W@chrXII:669842(+)
YKL062W	YKL062W@chrXI:323123(+)
YOR236W	YOR236W@chrXV:780892(+)
YPL268W	YPL268W@chrXVI:35205(+)
YIL154C	YIL154C@chrIX:55046(-)
YGR232W	YGR232W@chrVII:953938(+)
YLR419W	YLR419W@chrXII:958367(+)
YPL129W	YPL129W@chrXVI:305241(+)
YOL147C	YOL147C@chrXV:48665(-)
YPL076W	YPL076W@chrXVI:410297(+)
YKR009C	YKR009C@chrXI:457131(-)
YOR145C	YOR145C@chrXV:606192(-)
YFL017C	YFL017C@chrVI:104473(-)
YEL044W	YEL044W@chrV:69751(+)
YMR166C	YMR166C@chrXIII:594726(-)
YHL014C	YHL014C@chrVIII:77335(-)
YPL038W	YPL038W@chrXVI:480507(+)
YKL028W	YKL028W@chrXI:385714(+)
YPR005C	YPR005C@chrXVI:566879(-)
YLR077W	YLR077W@chrXII:283845(+)
YDR502C	YDR502C@chrIV:1454512(-)
YML030W	YML030W@chrXIII:216412(+)
YOL062C	YOL062C@chrXV:212015(-)
YNL110C	YNL110C@chrXIV:418526(-)
YOR018W	YOR018W@chrXV:364322(+)
YGL062W	YGL062W@chrVII:385155(+)
YPR074C	YPR074C@chrXVI:694898(-)
YEL050C	YEL050C@chrV:60902(-)
YDR513W	YDR513W@chrIV:1470995(+)
YDR503C	YDR503C@chrIV:1455949(-)
YNL011C	YNL011C@chrXIV:613204(-)
YGL010W	YGL010W@chrVII:475487(+)
YLR016C	YLR016C@chrXII:177458(-)
YJR136C	YJR136C@chrX:678724(-)
YIL148W	YIL148W@chrIX:68693(+)
YER127W	YER127W@chrV:414460(+)
YDL188C	YDL188C@chrIV:125180(-)
YHR022C	YHR022C@chrVIII:150406(-)
YOR054C	YOR054C@chrXV:429998(-)
YOR286W	YOR286W@chrXV:850276(+)
YKL220C	YKL220C@chrXI:11381(-)
YER119C	YER119C@chrV:400862(-)
YCL002C	YCL002C@chrIII:111700(-)
YPR186C	YPR186C@chrXVI:911027(-)
YML054C	YML054C@chrXIII:167351(-)
YDR191W	YDR191W@chrIV:842293(+)
YOR158W	YOR158W@chrXV:632137(+)
YKR039W	YKR039W@chrXI:514999(+)
YLR029C	YLR029C@chrXII:202613(-)
YJR070C	YJR070C@chrX:570621(-)
YNL101W	YNL101W@chrXIV:434812(+)
YER041W	YER041W@chrV:232379(+)
YBR021W	YBR021W@chrII:281307(+)
YIL097W	YIL097W@chrIX:180418(+)
YGR174W-A	YGR174W-A@chrVII:846531(+)
YGL084C	YGL084C@chrVII:352351(-)
YBR291C	YBR291C@chrII:784608(-)
YOR118W	YOR118W@chrXV:546653(+)
YOL069W	YOL069W@chrXV:198925(+)
YLR316C	YLR316C@chrXII:766382(-)
YHR041C	YHR041C@chrVIII:189875(-)
YOR223W	YOR223W@chrXV:759740(+)
YHR100C	YHR100C@chrVIII:314719(-)
YGR262C	YGR262C@chrVII:1017788(-)
YER015W	YER015W@chrV:184519(+)
YIL158W	YIL158W@chrIX:46190(+)
YEL032W	YEL032W@chrV:86905(+)
YLR073C	YLR073C@chrXII:281741(-)
YJR102C	YJR102C@chrX:619833(-)
YML021C	YML021C@chrXIII:230830(-)
YBR131W	YBR131W@chrII:497119(+)
YKL012W	YKL012W@chrXI:418247(+)
YDR001C	YDR001C@chrIV:452728(-)
YDR062W	YDR062W@chrIV:576114(+)
YDR393W	YDR393W@chrIV:1259875(+)
YKR065C	YKR065C@chrXI:565921(-)
YPL177C	YPL177C@chrXVI:214087(-)
YPR024W	YPR024W@chrXVI:610306(+)
YIL132C	YIL132C@chrIX:100512(-)
YHR118C	YHR118C@chrVIII:345656(-)
YKL077W	YKL077W@chrXI:291389(+)
YER061C	YER061C@chrV:279657(-)
YLR186W	YLR186W@chrXII:523575(+)
YLR323C	YLR323C@chrXII:778979(-)
YLL015W	YLL015W@chrXII:116313(+)
YMR183C	YMR183C@chrXIII:627885(-)
YOL061W	YOL061W@chrXV:212187(+)
YOR076C	YOR076C@chrXV:471633(-)
YDL157C	YDL157C@chrIV:174616(-)
YPL104W	YPL104W@chrXVI:355659(+)
YOR249C	YOR249C@chrXV:800752(-)
YKL106W	YKL106W@chrXI:237436(+)
YDL085C-A	YDL085C-A@chrIV:302729(-)
YDR068W	YDR068W@chrIV:583660(+)
YLR032W	YLR032W@chrXII:204942(+)
YHR133C	YHR133C@chrVIII:371615(-)
YDR294C	YDR294C@chrIV:1052266(-)
YJL197W	YJL197W@chrX:63765(+)
YDR461W	YDR461W@chrIV:1385148(+)
YER143W	YER143W@chrV:456284(+)
YDR415C	YDR415C@chrIV:1298180(-)
YCR069W	YCR069W@chrIII:238908(+)
YMR034C	YMR034C@chrXIII:340930(-)
YDL185W	YDL185W@chrIV:126689(+)
YIL118W	YIL118W@chrIX:139638(+)
YLR174W	YLR174W@chrXII:504406(+)
YMR198W	YMR198W@chrXIII:659469(+)
YJL026W	YJL026W@chrX:392361(+)
YLL031C	YLL031C@chrXII:80258(-)
YLL050C	YLL050C@chrXII:40439(-)
YLL029W	YLL029W@chrXII:81358(+)
YPR155C	YPR155C@chrXVI:837479(-)
YCL038C	YCL038C@chrIII:56583(-)
YAL005C	YAL005C@chrI:141493(-)
YPL107W	YPL107W@chrXVI:349078(+)
YOR194C	YOR194C@chrXV:712612(-)
YMR304W	YMR304W@chrXIII:874791(+)
YPR081C	YPR081C@chrXVI:703973(-)
YOR366W	YOR366W@chrXV:1025243(+)
YDL066W	YDL066W@chrIV:334818(+)
YMR276W	YMR276W@chrXIII:818799(+)
YJR131W	YJR131W@chrX:667595(+)
YNL074C	YNL074C@chrXIV:488170(-)
YGR090W	YGR090W@chrVII:662081(+)
YGR122W	YGR122W@chrVII:733789(+)
YBR174C	YBR174C@chrII:583410(-)
YDR088C	YDR088C@chrIV:619854(-)
YGR041W	YGR041W@chrVII:577172(+)
YIR021W	YIR021W@chrIX:397242(+)
YPL112C	YPL112C@chrXVI:338686(-)
YGL058W	YGL058W@chrVII:393926(+)
YOR036W	YOR036W@chrXV:400331(+)
YER010C	YER010C@chrV:173359(-)
YFL002C	YFL002C@chrVI:146950(-)
YBR010W	YBR010W@chrII:256303(+)
YNL300W	YNL300W@chrXIV:65652(+)
YML028W	YML028W@chrXIII:220109(+)
YOR051C	YOR051C@chrXV:426155(-)
YDR229W	YDR229W@chrIV:924684(+)
YCL012C	YCL012C@chrIII:101822(-)
YLR136C	YLR136C@chrXII:416699(-)
YIL074C	YIL074C@chrIX:222524(-)
YLR149C	YLR149C@chrXII:439882(-)
YER125W	YER125W@chrV:409685(+)
YDR188W	YDR188W@chrIV:836360(+)
YDR330W	YDR330W@chrIV:1127813(+)
YDL119C	YDL119C@chrIV:247664(-)
YGL211W	YGL211W@chrVII:92489(+)
YCR027C	YCR027C@chrIII:168174(-)
YBR129C	YBR129C@chrII:495384(-)
YFL022C	YFL022C@chrVI:95052(-)
YDL098C	YDL098C@chrIV:285175(-)
YGR207C	YGR207C@chrVII:911658(-)
YBR059C	YBR059C@chrII:360337(-)
YBR163W	YBR163W@chrII:565608(+)
YHR072W	YHR072W@chrVIII:239032(+)
YKR024C	YKR024C@chrXI:487399(-)
YLR200W	YLR200W@chrXII:548984(+)
YDR312W	YDR312W@chrIV:1087549(+)
YDR500C	YDR500C@chrIV:1450874(-)
YPL094C	YPL094C@chrXVI:370681(-)
YGR220C	YGR220C@chrVII:936893(-)
YDR527W	YDR527W@chrIV:1491063(+)
YKL010C	YKL010C@chrXI:425963(-)
YGL237C	YGL237C@chrVII:53612(-)
YPL220W	YPL220W@chrXVI:135778(+)
YML011C	YML011C@chrXIII:247464(-)
YBR265W	YBR265W@chrII:738559(+)
YMR100W	YMR100W@chrXIII:465946(+)
YPL236C	YPL236C@chrXVI:102773(-)
YGR058W	YGR058W@chrVII:606115(+)
YCL061C	YCL061C@chrIII:22172(-)
YGL044C	YGL044C@chrVII:417263(-)
YOR161C	YOR161C@chrXV:638708(-)
YBR091C	YBR091C@chrII:427525(-)
YLR446W	YLR446W@chrXII:1025128(+)
YIL079C	YIL079C@chrIX:212035(-)
YKL183W	YKL183W@chrXI:98578(+)
YDR147W	YDR147W@chrIV:751569(+)
YOR008C	YOR008C@chrXV:342631(-)
YPR179C	YPR179C@chrXVI:895783(-)
YOL011W	YOL011W@chrXV:304602(+)
YFL010C	YFL010C@chrVI:115772(-)
YML064C	YML064C@chrXIII:145962(-)
YDR120C	YDR120C@chrIV:693261(-)
YDR145W	YDR145W@chrIV:746651(+)
YLR225C	YLR225C@chrXII:588962(-)
YLR313C	YLR313C@chrXII:762394(-)
YPR001W	YPR001W@chrXVI:556282(+)
YOL087C	YOL087C@chrXV:158918(-)
